Time Period,period start date,Patient Count,HCP ID,HCP Name,HCO Id,HCO Name,HCP Segment,HCO Segment,Line of therapy,payer segment,channel,HCO Territory,HCO Region,HCO Area,HCO Nation,claims count,New Prescriber Flag,Source_of_business,drug name,class,switch_from,switch_from_class
M10,9/1/2025,494,10002,Amanda White,3747,Athena,Segment 1,Tier 4,2L,Private,Hospital,Tennessee_Nashville,Tennessee,West,US,777,Y,Switch,Skyrizi,IL-23,Cosentyx,JAK
M10,9/1/2025,126,10033,Stella Dunn,8629,Humira,Segment 2,Tier 3,2L,Commercial,Hospital,Oregon_Portland,Oregon,West,US,296,N,Switch,BIMZLEX,IL-17A & IL-17F,Humira,IL-23
M10,9/1/2025,414,10005,Ryan Nelson,3747,Athena,Segment 4,Tier 4,3L+,Medicaid,Hospital,Michigan_Detroit,Michigan,West,US,550,Y,Switch,Stelara,IL-12/23,Humira,IL-17
M10,9/1/2025,225,10024,Sarah Rice,8629,Humira,Segment 2,Tier 2,2L,Private,Online,Virginia_South,Virginia,South,US,461,N,Switch,Stelara,IL-12/23,Humira,JAK
M10,9/1/2025,213,10085,Jeremy Rogers,1064,Zenith,Segment 1,Tier 3,3L+,Commercial,Online,Florida_East,Florida,East,US,467,Y,Switch,Tremfya,IL-23,Stelara,JAK
M10,9/1/2025,411,10163,James Gonzales,7184,Vertex,Segment 4,Tier 1,2L,Commercial,Retail,Louisiana_NewOrleans,Louisiana,North,US,630,Y,Switch,Tremfya,IL-23,Cosentyx,IL-17
M10,9/1/2025,143,10069,Julie Morgan,1064,Zenith,Segment 4,Tier 1,3L+,Medicare,Hospital,Louisiana_NewOrleans,Louisiana,East,US,407,Y,Switch,Tremfya,IL-23,Stelara,JAK
M10,9/1/2025,108,10175,Chloe Myers,7184,Vertex,Segment 1,Tier 2,2L,Commercial,Online,Oregon_Portland,Oregon,East,US,202,N,Switch,Tremfya,IL-23,Skyrizi,IL-23
M10,9/1/2025,363,10023,William Simmons,8629,Humira,Segment 1,Tier 4,3L+,Medicaid,Online,Florida_East,Florida,South,US,437,N,Switch,Stelara,IL-12/23,Cosentyx,TNF
M10,9/1/2025,379,10130,Zoey Crawford,8806,Orion,Segment 1,Tier 1,3L+,Private,Hospital,NorthCarolina_Central,NorthCarolina,South,US,508,N,Switch,ILUMYA,IL-23,Tremfya,IL-23
M10,9/1/2025,356,10048,Nicholas Grant,5893,Apollo,Segment 2,Tier 2,3L+,Medicare,Online,NorthCarolina_Central,NorthCarolina,North,US,394,Y,Switch,Skyrizi,IL-23,ILUMYA,IL-17
M10,9/1/2025,327,10116,Christina Morris,8806,Orion,Segment 2,Tier 1,3L+,Private,Online,Ohio_Cleveland,Ohio,North,US,359,N,Switch,Humira,TNF,Stelara,IL-17
M10,9/1/2025,318,10118,Angela Campbell,8806,Orion,Segment 4,Tier 4,3L+,Commercial,Retail,Alabama_Birmingham,Alabama,West,US,466,Y,Switch,Cosentyx,IL-17A,ILUMYA,IL-23
M10,9/1/2025,240,10112,Ellie Cole,8806,Orion,Segment 4,Tier 1,3L+,Medicaid,Online,Ohio_Cleveland,Ohio,West,US,357,Y,Switch,Humira,TNF,Skyrizi,TNF
M10,9/1/2025,235,10040,Joseph Hayes,8629,Humira,Segment 1,Tier 4,2L,Commercial,Online,Texas_North,Texas,East,US,292,Y,Switch,Humira,TNF,ILUMYA,JAK
M10,9/1/2025,130,10076,Matthew Anderson,1064,Zenith,Segment 3,Tier 4,3L+,Commercial,Retail,Virginia_North,Virginia,West,US,168,N,Switch,Stelara,IL-12/23,ILUMYA,IL-23
M10,9/1/2025,478,10092,Tyler Mitchell,2585,Nova,Segment 1,Tier 3,2L,Medicare,Retail,Georgia_Atlanta,Georgia,East,US,644,N,Switch,Stelara,IL-12/23,Tremfya,JAK
M10,9/1/2025,197,10055,Nathan Stevens,5893,Apollo,Segment 3,Tier 3,2L,Private,Hospital,Indiana_Indianapolis,Indiana,North,US,363,Y,Switch,BIMZLEX,IL-17A & IL-17F,Cosentyx,TNF
M10,9/1/2025,349,10143,Patrick Stewart,2685,Helix,Segment 3,Tier 2,3L+,Medicare,Retail,Louisiana_NewOrleans,Louisiana,South,US,588,Y,Switch,Cosentyx,IL-17A,Humira,IL-23
M10,9/1/2025,351,10054,Dylan West,5893,Apollo,Segment 1,Tier 2,3L+,Private,Retail,Michigan_Detroit,Michigan,South,US,490,N,Switch,Cosentyx,IL-17A,Stelara,TNF
M10,9/1/2025,71,10078,Nicole Edwards,1064,Zenith,Segment 4,Tier 1,3L+,Medicare,Retail,Minnesota_TwinCities,Minnesota,South,US,318,N,Switch,Stelara,IL-12/23,Humira,JAK
M10,9/1/2025,75,10098,Noah Kelly,2585,Nova,Segment 2,Tier 2,3L+,Private,Retail,Ohio_Cleveland,Ohio,South,US,279,N,Switch,Tremfya,IL-23,Stelara,JAK
M10,9/1/2025,380,10109,Samantha Wagner,8806,Orion,Segment 1,Tier 4,3L+,Medicare,Hospital,Massachusetts_Boston,Massachusetts,East,US,678,N,Switch,BIMZLEX,IL-17A & IL-17F,Stelara,IL-23
M10,9/1/2025,96,10141,Wyatt Gomez,2685,Helix,Segment 4,Tier 3,2L,Medicare,Retail,NewYork_Metro,NewYork,East,US,169,N,Switch,Tremfya,IL-23,BIMZLEX,JAK
M10,9/1/2025,360,10011,Sophia Palmer,3747,Athena,Segment 2,Tier 2,3L+,Private,Online,Louisiana_NewOrleans,Louisiana,South,US,442,N,Switch,ILUMYA,IL-23,Humira,JAK
M10,9/1/2025,156,10157,Olivia Martin,7184,Vertex,Segment 3,Tier 1,2L,Commercial,Retail,Massachusetts_Boston,Massachusetts,South,US,403,N,Switch,Tremfya,IL-23,Cosentyx,TNF
M10,9/1/2025,209,10128,Alyssa Murphy,8806,Orion,Segment 2,Tier 1,3L+,Commercial,Retail,Texas_North,Texas,East,US,437,N,Switch,Cosentyx,IL-17A,ILUMYA,IL-17
M10,9/1/2025,338,10154,Sarah Taylor,7184,Vertex,Segment 4,Tier 3,1L,Commercial,Hospital,Louisiana_NewOrleans,Louisiana,West,US,618,Y,Continuing,ILUMYA,IL-23,,
M10,9/1/2025,197,10074,David Thompson,1064,Zenith,Segment 2,Tier 3,3L+,Private,Online,Washington_State,Washington,North,US,468,Y,Continuing,BIMZLEX,IL-17A & IL-17F,,
M10,9/1/2025,161,10171,Isabella Robinson,7184,Vertex,Segment 4,Tier 2,2L,Medicaid,Hospital,Florida_East,Florida,West,US,279,Y,New,Humira,TNF,,
M10,9/1/2025,291,10044,Eric Green,8629,Humira,Segment 1,Tier 2,2L,Medicaid,Hospital,Florida_West,Florida,East,US,345,Y,Continuing,Tremfya,IL-23,,
M10,9/1/2025,302,10164,Sean Carter,7184,Vertex,Segment 1,Tier 3,1L,Medicaid,Hospital,Virginia_South,Virginia,South,US,403,N,Continuing,BIMZLEX,IL-17A & IL-17F,,
M10,9/1/2025,428,10127,Aaron Evans,8806,Orion,Segment 4,Tier 1,2L,Medicaid,Online,Colorado_Denver,Colorado,North,US,715,N,Continuing,Humira,TNF,,
M10,9/1/2025,224,10013,Charles Clark,3747,Athena,Segment 1,Tier 2,2L,Medicaid,Online,California_North,California,North,US,437,N,New,Skyrizi,IL-23,,
M10,9/1/2025,225,10144,Brian Young,2685,Helix,Segment 3,Tier 2,3L+,Private,Hospital,Michigan_Detroit,Michigan,South,US,459,Y,New,Stelara,IL-12/23,,
M10,9/1/2025,107,10151,Benjamin Long,2685,Helix,Segment 4,Tier 1,3L+,Medicare,Retail,Alabama_Birmingham,Alabama,East,US,152,Y,New,ILUMYA,IL-23,,
M10,9/1/2025,117,10082,David Ford,1064,Zenith,Segment 2,Tier 4,1L,Medicare,Online,Texas_North,Texas,West,US,354,Y,Continuing,Skyrizi,IL-23,,
M10,9/1/2025,153,10147,Kevin Hall,2685,Helix,Segment 4,Tier 4,1L,Medicare,Hospital,Ohio_Cleveland,Ohio,West,US,290,N,New,Stelara,IL-12/23,,
M10,9/1/2025,115,10140,Emily Davis,2685,Helix,Segment 4,Tier 2,2L,Medicare,Hospital,Colorado_Denver,Colorado,North,US,264,N,New,BIMZLEX,IL-17A & IL-17F,,
M10,9/1/2025,456,10062,Madison Bennett,5893,Apollo,Segment 2,Tier 3,1L,Medicare,Retail,Virginia_South,Virginia,East,US,563,Y,New,Cosentyx,IL-17A,,
M10,9/1/2025,351,10054,Dylan West,5893,Apollo,Segment 1,Tier 4,1L,Medicare,Hospital,NewYork_Upstate,NewYork,West,US,439,N,New,Stelara,IL-12/23,,
M10,9/1/2025,178,10137,Hailey Jenkins,2685,Helix,Segment 4,Tier 4,1L,Private,Retail,California_North,California,North,US,477,N,New,Humira,TNF,,
M10,9/1/2025,136,10093,Aurora Ellis,2585,Nova,Segment 3,Tier 1,1L,Commercial,Retail,California_South,California,North,US,373,Y,New,Stelara,IL-12/23,,
M10,9/1/2025,241,10054,Dylan West,5893,Apollo,Segment 4,Tier 3,1L,Commercial,Hospital,California_North,California,South,US,503,N,New,Tremfya,IL-23,,
M10,9/1/2025,481,10052,Victoria Wells,5893,Apollo,Segment 1,Tier 1,2L,Medicare,Hospital,Indiana_Indianapolis,Indiana,South,US,737,N,Continuing,Cosentyx,IL-17A,,
M10,9/1/2025,205,10018,Lillian Simpson,8629,Humira,Segment 3,Tier 3,3L+,Commercial,Hospital,Michigan_Detroit,Michigan,North,US,396,N,New,Tremfya,IL-23,,
M10,9/1/2025,299,10028,Brandon Adams,8629,Humira,Segment 3,Tier 4,3L+,Medicare,Online,Virginia_South,Virginia,North,US,339,Y,New,Cosentyx,IL-17A,,
M10,9/1/2025,97,10075,Vanessa Richardson,1064,Zenith,Segment 1,Tier 1,1L,Commercial,Online,Arizona_Phoenix,Arizona,East,US,232,Y,New,Stelara,IL-12/23,,
M10,9/1/2025,68,10130,Zoey Crawford,8806,Orion,Segment 4,Tier 3,2L,Private,Online,Louisiana_NewOrleans,Louisiana,West,US,351,Y,New,ILUMYA,IL-23,,
M10,9/1/2025,320,10000,Michael Johnson,3747,Athena,Segment 1,Tier 3,3L+,Commercial,Online,Georgia_Atlanta,Georgia,South,US,439,N,New,Cosentyx,IL-17A,,
M10,9/1/2025,220,10048,Nicholas Grant,5893,Apollo,Segment 1,Tier 4,3L+,Private,Online,Nevada_LasVegas,Nevada,South,US,313,Y,New,Stelara,IL-12/23,,
M10,9/1/2025,233,10005,Ryan Nelson,3747,Athena,Segment 4,Tier 4,2L,Medicaid,Retail,Pennsylvania_East,Pennsylvania,West,US,280,N,New,ILUMYA,IL-23,,
M10,9/1/2025,83,10118,Angela Campbell,8806,Orion,Segment 1,Tier 4,2L,Commercial,Online,California_North,California,North,US,243,Y,Continuing,BIMZLEX,IL-17A & IL-17F,,
M10,9/1/2025,347,10099,Kayla Gray,2585,Nova,Segment 1,Tier 2,1L,Commercial,Online,Florida_West,Florida,South,US,530,N,Continuing,Stelara,IL-12/23,,
M10,9/1/2025,239,10166,Erin Ward,7184,Vertex,Segment 2,Tier 4,1L,Commercial,Hospital,Washington_State,Washington,North,US,305,Y,New,Stelara,IL-12/23,,
M10,9/1/2025,142,10097,Daniel Pierce,2585,Nova,Segment 4,Tier 1,1L,Private,Hospital,Georgia_Atlanta,Georgia,South,US,178,N,New,ILUMYA,IL-23,,
M10,9/1/2025,315,10129,Laura Walker,8806,Orion,Segment 2,Tier 1,1L,Medicaid,Online,Virginia_South,Virginia,North,US,454,Y,New,Stelara,IL-12/23,,
M10,9/1/2025,66,10019,Logan Schultz,8629,Humira,Segment 1,Tier 3,1L,Commercial,Hospital,Colorado_Denver,Colorado,North,US,331,N,New,BIMZLEX,IL-17A & IL-17F,,
M10,9/1/2025,381,10034,Wyatt Pierce,8629,Humira,Segment 2,Tier 4,2L,Private,Retail,Washington_State,Washington,South,US,493,Y,New,Humira,TNF,,
M10,9/1/2025,446,10128,Alyssa Murphy,8806,Orion,Segment 2,Tier 4,1L,Medicaid,Online,Texas_South,Texas,South,US,468,Y,New,ILUMYA,IL-23,,
M10,9/1/2025,406,10127,Aaron Evans,8806,Orion,Segment 4,Tier 2,2L,Medicaid,Online,Michigan_Detroit,Michigan,West,US,530,N,New,ILUMYA,IL-23,,
M10,9/1/2025,237,10000,Michael Johnson,3747,Athena,Segment 2,Tier 1,2L,Medicaid,Retail,NorthCarolina_Central,NorthCarolina,West,US,326,N,New,Stelara,IL-12/23,,
M10,9/1/2025,160,10166,Erin Ward,7184,Vertex,Segment 1,Tier 3,2L,Medicaid,Online,Oregon_Portland,Oregon,East,US,255,Y,New,Skyrizi,IL-23,,
M10,9/1/2025,320,10040,Joseph Hayes,8629,Humira,Segment 1,Tier 1,3L+,Medicare,Online,Ohio_Cleveland,Ohio,South,US,435,N,Continuing,Skyrizi,IL-23,,
M10,9/1/2025,230,10088,Josiah Reyes,1064,Zenith,Segment 3,Tier 2,3L+,Medicaid,Online,Pennsylvania_West,Pennsylvania,North,US,509,Y,New,Tremfya,IL-23,,
M10,9/1/2025,116,10069,Julie Morgan,1064,Zenith,Segment 1,Tier 2,2L,Commercial,Retail,Nevada_LasVegas,Nevada,South,US,224,Y,New,Humira,TNF,,
M10,9/1/2025,80,10179,Peter Howard,7184,Vertex,Segment 4,Tier 3,3L+,Medicaid,Online,NewYork_Upstate,NewYork,West,US,304,N,New,Skyrizi,IL-23,,
M10,9/1/2025,244,10063,Shawn Cox,5893,Apollo,Segment 2,Tier 3,2L,Commercial,Online,Florida_East,Florida,East,US,433,Y,Continuing,BIMZLEX,IL-17A & IL-17F,,
M10,9/1/2025,284,10157,Olivia Martin,7184,Vertex,Segment 3,Tier 1,1L,Commercial,Retail,NewYork_Metro,NewYork,West,US,344,N,New,Stelara,IL-12/23,,
M10,9/1/2025,472,10068,Heather Reed,5893,Apollo,Segment 1,Tier 1,3L+,Private,Retail,Texas_South,Texas,South,US,563,N,New,BIMZLEX,IL-17A & IL-17F,,
M10,9/1/2025,461,10138,Isaac Fisher,2685,Helix,Segment 4,Tier 3,1L,Private,Retail,Michigan_Detroit,Michigan,East,US,739,Y,New,Skyrizi,IL-23,,
M10,9/1/2025,215,10115,Evan Daniels,8806,Orion,Segment 3,Tier 2,2L,Private,Hospital,Illinois_Central,Illinois,East,US,263,N,Continuing,Tremfya,IL-23,,
M10,9/1/2025,382,10137,Hailey Jenkins,2685,Helix,Segment 3,Tier 2,3L+,Private,Online,NorthCarolina_Central,NorthCarolina,South,US,576,Y,Continuing,ILUMYA,IL-23,,
M10,9/1/2025,221,10082,David Ford,1064,Zenith,Segment 1,Tier 3,1L,Medicare,Online,California_South,California,West,US,336,Y,Continuing,ILUMYA,IL-23,,
M10,9/1/2025,484,10012,Chloe Rivera,3747,Athena,Segment 2,Tier 4,2L,Medicare,Hospital,Illinois_Central,Illinois,East,US,615,N,New,Skyrizi,IL-23,,
M10,9/1/2025,475,10174,Thomas McDonald,7184,Vertex,Segment 4,Tier 3,1L,Private,Hospital,Indiana_Indianapolis,Indiana,South,US,753,N,New,BIMZLEX,IL-17A & IL-17F,,
M10,9/1/2025,85,10126,Leah Reynolds,8806,Orion,Segment 2,Tier 4,1L,Commercial,Hospital,NewYork_Upstate,NewYork,South,US,118,N,New,Stelara,IL-12/23,,
M10,9/1/2025,184,10009,Anna Boyd,3747,Athena,Segment 2,Tier 3,1L,Commercial,Hospital,Pennsylvania_West,Pennsylvania,West,US,437,N,Continuing,Stelara,IL-12/23,,
M10,9/1/2025,243,10157,Olivia Martin,7184,Vertex,Segment 3,Tier 3,2L,Medicare,Hospital,Oregon_Portland,Oregon,East,US,395,N,Continuing,BIMZLEX,IL-17A & IL-17F,,
M10,9/1/2025,158,10091,Christopher Graham,2585,Nova,Segment 2,Tier 4,1L,Private,Hospital,California_South,California,East,US,221,N,New,BIMZLEX,IL-17A & IL-17F,,
M10,9/1/2025,320,10119,Matthew Griffin,8806,Orion,Segment 2,Tier 4,2L,Private,Retail,Arizona_Phoenix,Arizona,East,US,449,Y,New,Stelara,IL-12/23,,
M10,9/1/2025,140,10003,Evelyn Butler,3747,Athena,Segment 3,Tier 3,2L,Medicaid,Online,Illinois_Central,Illinois,South,US,374,N,Continuing,Tremfya,IL-23,,
M10,9/1/2025,434,10054,Dylan West,5893,Apollo,Segment 2,Tier 2,3L+,Private,Retail,Virginia_South,Virginia,East,US,724,Y,Continuing,Tremfya,IL-23,,
M10,9/1/2025,102,10165,Victoria Gardner,7184,Vertex,Segment 1,Tier 2,1L,Commercial,Online,Florida_West,Florida,West,US,124,Y,New,Cosentyx,IL-17A,,
M10,9/1/2025,126,10073,Jordan Mills,1064,Zenith,Segment 2,Tier 3,2L,Medicaid,Retail,Louisiana_NewOrleans,Louisiana,East,US,316,Y,Continuing,Humira,TNF,,
M10,9/1/2025,367,10169,Lily Russell,7184,Vertex,Segment 4,Tier 2,2L,Medicaid,Retail,Illinois_Central,Illinois,South,US,469,N,New,Stelara,IL-12/23,,
M10,9/1/2025,114,10176,Lucy Knight,7184,Vertex,Segment 2,Tier 4,1L,Commercial,Hospital,Virginia_North,Virginia,South,US,236,N,Continuing,Stelara,IL-12/23,,
M10,9/1/2025,480,10080,Stella Cruz,1064,Zenith,Segment 3,Tier 4,2L,Medicare,Online,NewYork_Metro,NewYork,East,US,703,N,New,Cosentyx,IL-17A,,
M10,9/1/2025,470,10065,Grace Sullivan,5893,Apollo,Segment 4,Tier 4,2L,Private,Online,NewYork_Upstate,NewYork,West,US,729,N,Continuing,Humira,TNF,,
M10,9/1/2025,219,10096,Christopher Miller,2585,Nova,Segment 2,Tier 2,2L,Medicaid,Retail,Alabama_Birmingham,Alabama,West,US,397,N,Continuing,Stelara,IL-12/23,,
M10,9/1/2025,53,10170,Robert Hunt,7184,Vertex,Segment 4,Tier 3,1L,Medicare,Retail,Washington_State,Washington,South,US,332,N,Continuing,ILUMYA,IL-23,,
M10,9/1/2025,201,10001,Henry Matthews,3747,Athena,Segment 2,Tier 4,1L,Private,Hospital,Florida_East,Florida,West,US,480,N,New,Cosentyx,IL-17A,,
M10,9/1/2025,380,10037,Carson Ferguson,8629,Humira,Segment 1,Tier 3,2L,Medicare,Retail,Texas_North,Texas,North,US,633,N,Continuing,Humira,TNF,,
M10,9/1/2025,433,10052,Victoria Wells,5893,Apollo,Segment 1,Tier 1,1L,Private,Online,Virginia_South,Virginia,West,US,670,N,New,Skyrizi,IL-23,,
M10,9/1/2025,300,10050,Isabella Carroll,5893,Apollo,Segment 4,Tier 2,3L+,Medicare,Online,Massachusetts_Boston,Massachusetts,West,US,360,N,New,BIMZLEX,IL-17A & IL-17F,,
M10,9/1/2025,295,10149,Scarlett Foster,2685,Helix,Segment 2,Tier 1,2L,Private,Retail,Ohio_Cleveland,Ohio,East,US,506,Y,New,BIMZLEX,IL-17A & IL-17F,,
M10,9/1/2025,435,10058,Ellie Spencer,5893,Apollo,Segment 1,Tier 3,2L,Medicare,Online,Oregon_Portland,Oregon,North,US,510,N,New,Stelara,IL-12/23,,
M10,9/1/2025,449,10069,Julie Morgan,1064,Zenith,Segment 1,Tier 3,1L,Medicare,Hospital,Indiana_Indianapolis,Indiana,North,US,635,N,New,Tremfya,IL-23,,
M10,9/1/2025,283,10001,Henry Matthews,3747,Athena,Segment 3,Tier 1,1L,Private,Retail,NewYork_Upstate,NewYork,East,US,484,Y,New,ILUMYA,IL-23,,
M10,9/1/2025,459,10024,Sarah Rice,8629,Humira,Segment 1,Tier 1,3L+,Medicaid,Online,Illinois_Central,Illinois,East,US,712,N,New,Skyrizi,IL-23,,
M10,9/1/2025,165,10043,Lucas Price,8629,Humira,Segment 4,Tier 3,1L,Private,Retail,Virginia_North,Virginia,West,US,357,N,New,BIMZLEX,IL-17A & IL-17F,,
M10,9/1/2025,475,10144,Brian Young,2685,Helix,Segment 1,Tier 3,3L+,Commercial,Online,Missouri_StLouis,Missouri,West,US,760,N,New,BIMZLEX,IL-17A & IL-17F,,
M10,9/1/2025,111,10028,Brandon Adams,8629,Humira,Segment 1,Tier 1,3L+,Private,Hospital,Texas_South,Texas,South,US,380,N,New,BIMZLEX,IL-17A & IL-17F,,
M10,9/1/2025,81,10113,Leo Matthews,8806,Orion,Segment 1,Tier 3,1L,Commercial,Online,California_North,California,North,US,148,N,New,Tremfya,IL-23,,
M10,9/1/2025,80,10060,Jacob Coleman,5893,Apollo,Segment 4,Tier 2,3L+,Medicare,Online,Illinois_Central,Illinois,North,US,334,N,New,ILUMYA,IL-23,,
M10,9/1/2025,479,10158,Lucas Jennings,7184,Vertex,Segment 3,Tier 3,3L+,Private,Retail,Washington_State,Washington,South,US,530,Y,New,Humira,TNF,,
M10,9/1/2025,473,10175,Chloe Myers,7184,Vertex,Segment 2,Tier 3,3L+,Medicare,Retail,Pennsylvania_East,Pennsylvania,South,US,661,Y,New,Stelara,IL-12/23,,
M10,9/1/2025,455,10160,Christopher Bishop,7184,Vertex,Segment 1,Tier 2,3L+,Medicaid,Hospital,Alabama_Birmingham,Alabama,East,US,629,N,New,Tremfya,IL-23,,
M10,9/1/2025,318,10170,Robert Hunt,7184,Vertex,Segment 3,Tier 1,3L+,Private,Retail,Minnesota_TwinCities,Minnesota,North,US,389,Y,Continuing,Cosentyx,IL-17A,,
M10,9/1/2025,116,10005,Ryan Nelson,3747,Athena,Segment 1,Tier 4,2L,Commercial,Retail,Oregon_Portland,Oregon,South,US,181,Y,New,Skyrizi,IL-23,,
M10,9/1/2025,342,10110,Aria Bryant,8806,Orion,Segment 4,Tier 4,2L,Private,Hospital,Louisiana_NewOrleans,Louisiana,East,US,631,Y,New,Tremfya,IL-23,,
M10,9/1/2025,88,10105,Mason Hughes,2585,Nova,Segment 4,Tier 1,3L+,Medicare,Retail,Louisiana_NewOrleans,Louisiana,West,US,324,Y,Continuing,ILUMYA,IL-23,,
M10,9/1/2025,442,10121,Kaylee Nichols,8806,Orion,Segment 2,Tier 4,2L,Medicaid,Online,Florida_East,Florida,North,US,508,Y,New,Stelara,IL-12/23,,
M10,9/1/2025,360,10085,Jeremy Rogers,1064,Zenith,Segment 1,Tier 4,3L+,Medicare,Online,Florida_West,Florida,East,US,410,Y,Continuing,ILUMYA,IL-23,,
M10,9/1/2025,302,10136,Ariana Andrews,2685,Helix,Segment 4,Tier 3,2L,Medicare,Hospital,Indiana_Indianapolis,Indiana,North,US,366,N,New,Tremfya,IL-23,,
M10,9/1/2025,153,10172,Chloe Rhodes,7184,Vertex,Segment 2,Tier 2,1L,Private,Retail,Arizona_Phoenix,Arizona,South,US,337,N,New,ILUMYA,IL-23,,
M10,9/1/2025,456,10011,Sophia Palmer,3747,Athena,Segment 3,Tier 3,2L,Private,Retail,NewYork_Metro,NewYork,South,US,706,N,New,Tremfya,IL-23,,
M10,9/1/2025,301,10062,Madison Bennett,5893,Apollo,Segment 4,Tier 4,1L,Commercial,Hospital,California_South,California,East,US,356,N,Continuing,ILUMYA,IL-23,,
M10,9/1/2025,296,10000,Michael Johnson,3747,Athena,Segment 2,Tier 1,1L,Medicare,Online,NorthCarolina_Central,NorthCarolina,South,US,427,Y,New,Tremfya,IL-23,,
M10,9/1/2025,226,10065,Grace Sullivan,5893,Apollo,Segment 2,Tier 2,3L+,Private,Online,Massachusetts_Boston,Massachusetts,South,US,458,N,Continuing,Skyrizi,IL-23,,
M10,9/1/2025,290,10052,Victoria Wells,5893,Apollo,Segment 3,Tier 3,1L,Medicaid,Hospital,Nevada_LasVegas,Nevada,East,US,354,N,New,ILUMYA,IL-23,,
M10,9/1/2025,375,10132,Ella Sanders,8806,Orion,Segment 1,Tier 1,2L,Commercial,Online,Pennsylvania_West,Pennsylvania,East,US,423,N,Continuing,BIMZLEX,IL-17A & IL-17F,,
M10,9/1/2025,142,10162,Clara Black,7184,Vertex,Segment 1,Tier 1,2L,Private,Retail,Washington_State,Washington,South,US,214,Y,New,Cosentyx,IL-17A,,
M10,9/1/2025,459,10000,Michael Johnson,3747,Athena,Segment 1,Tier 1,1L,Medicaid,Online,NewYork_Upstate,NewYork,South,US,491,N,New,Cosentyx,IL-17A,,
M10,9/1/2025,222,10177,Samuel Woods,7184,Vertex,Segment 3,Tier 2,3L+,Medicare,Online,Minnesota_TwinCities,Minnesota,South,US,414,Y,New,ILUMYA,IL-23,,
M10,9/1/2025,288,10077,Angel Ortiz,1064,Zenith,Segment 4,Tier 4,1L,Medicaid,Hospital,Florida_East,Florida,South,US,418,N,New,ILUMYA,IL-23,,
M10,9/1/2025,257,10100,Levi Webb,2585,Nova,Segment 3,Tier 2,1L,Medicaid,Retail,Florida_West,Florida,West,US,524,Y,New,Skyrizi,IL-23,,
M10,9/1/2025,481,10072,Avery Diaz,1064,Zenith,Segment 2,Tier 4,2L,Medicaid,Retail,Pennsylvania_East,Pennsylvania,North,US,667,N,New,BIMZLEX,IL-17A & IL-17F,,
M10,9/1/2025,270,10082,David Ford,1064,Zenith,Segment 4,Tier 1,1L,Medicaid,Online,Illinois_Central,Illinois,East,US,566,N,Continuing,Cosentyx,IL-17A,,
M10,9/1/2025,471,10172,Chloe Rhodes,7184,Vertex,Segment 3,Tier 2,3L+,Private,Hospital,NorthCarolina_Central,NorthCarolina,East,US,536,N,New,Humira,TNF,,
M10,9/1/2025,374,10138,Isaac Fisher,2685,Helix,Segment 2,Tier 1,1L,Medicare,Hospital,Indiana_Indianapolis,Indiana,East,US,444,N,New,BIMZLEX,IL-17A & IL-17F,,
M10,9/1/2025,281,10173,Colton Gordon,7184,Vertex,Segment 3,Tier 4,1L,Medicare,Hospital,California_North,California,North,US,575,N,Continuing,Humira,TNF,,
M10,9/1/2025,414,10117,Alexander Washington,8806,Orion,Segment 4,Tier 1,2L,Medicaid,Retail,NewYork_Upstate,NewYork,East,US,574,Y,Continuing,BIMZLEX,IL-17A & IL-17F,,
M10,9/1/2025,305,10065,Grace Sullivan,5893,Apollo,Segment 2,Tier 4,2L,Commercial,Online,Missouri_StLouis,Missouri,West,US,602,N,Continuing,Cosentyx,IL-17A,,
M10,9/1/2025,175,10114,Grace Brooks,8806,Orion,Segment 3,Tier 1,2L,Medicare,Hospital,Alabama_Birmingham,Alabama,East,US,447,Y,Continuing,Stelara,IL-12/23,,
M10,9/1/2025,247,10096,Christopher Miller,2585,Nova,Segment 2,Tier 1,3L+,Medicaid,Retail,Indiana_Indianapolis,Indiana,North,US,289,N,New,Humira,TNF,,
M10,9/1/2025,355,10003,Evelyn Butler,3747,Athena,Segment 4,Tier 3,1L,Commercial,Retail,Texas_South,Texas,South,US,419,N,New,ILUMYA,IL-23,,
M10,9/1/2025,100,10028,Brandon Adams,8629,Humira,Segment 4,Tier 3,3L+,Medicaid,Hospital,Virginia_South,Virginia,West,US,334,Y,Continuing,Humira,TNF,,
M10,9/1/2025,143,10053,Ethan Barrett,5893,Apollo,Segment 3,Tier 4,2L,Commercial,Retail,Texas_North,Texas,West,US,221,N,New,Cosentyx,IL-17A,,
M10,9/1/2025,392,10007,Frank Bailey,3747,Athena,Segment 4,Tier 4,3L+,Medicare,Online,Texas_South,Texas,North,US,560,N,New,ILUMYA,IL-23,,
M10,9/1/2025,336,10107,Julian Harrison,8806,Orion,Segment 4,Tier 2,2L,Commercial,Online,Colorado_Denver,Colorado,South,US,531,Y,New,BIMZLEX,IL-17A & IL-17F,,
M10,9/1/2025,448,10151,Benjamin Long,2685,Helix,Segment 4,Tier 4,1L,Medicaid,Online,Virginia_North,Virginia,South,US,719,N,Continuing,Humira,TNF,,
M10,9/1/2025,110,10061,Hailey Curtis,5893,Apollo,Segment 2,Tier 3,1L,Medicare,Retail,Massachusetts_Boston,Massachusetts,West,US,300,Y,New,Tremfya,IL-23,,
